CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Актуатор турбины;;"Volkswagen";"Transporter";2013;T5 · Рестайлинг;;;Дизель;2000;;;;;;AV154699203;0;Европа . цена за комплект;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2316.jpg,https://avcdn.av.by/advertbig/0011/6623/2378.jpg,https://avcdn.av.by/advertbig/0011/6623/2486.jpg";;
Крепления бампера;7411146;MINI;Hatch;2015;F55, F56;;;;;;;;;;AV103096800;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0013/0451/0362.avif,https://avcdn.av.by/advertbig/0013/0451/0547.avif";;
Кулиса;3C1713025R;"Volkswagen";Passat CC;2010;I;;;Бензин;2000;;;АКПП;;;AV153296715;0;Европа. левый руль;134;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2267.jpg,https://avcdn.av.by/advertbig/0011/6623/2391.jpg,https://avcdn.av.by/advertbig/0011/6623/2491.jpg";;
Диск тормозной задний;;MINI;Hatch;2015;F55, F56;;;Бензин;1500;;;;;;AV103231196;0;Диаметр 259 мм , остаток 10 мм. Без выробатки Диски + колодки Англия;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0013/0451/0279.avif,https://avcdn.av.by/advertbig/0013/0451/0457.avif,https://avcdn.av.by/advertbig/0013/0451/0637.avif,https://avcdn.av.by/advertbig/0013/0451/0797.avif";;
Компрессор центрального замка;2038000048;"Mercedes-Benz";C-Класс;2004;W203, S203, CL203;;;Дизель;2200;;;;;;AV98179291;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2416.jpg,https://avcdn.av.by/advertbig/0011/6623/2541.jpg,https://avcdn.av.by/advertbig/0011/6623/2686.jpg";;
Воздуховод (дефлектор) радиатора;A2185052430;"Mercedes-Benz";CLS;2013;C218, X218;;;;;;;;;;AV101681371;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2156.jpg,https://avcdn.av.by/advertbig/0011/6623/2311.jpg,https://avcdn.av.by/advertbig/0011/6623/2476.jpg,https://avcdn.av.by/advertbig/0011/6623/2591.jpg";;
Реле свечей накала;A0025424019;"Mercedes-Benz";"Sprinter";2009;;;;;;;;;;;AV107024858;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2166.jpg,https://avcdn.av.by/advertbig/0011/6623/2306.jpg";;
Блок комфорта;3C0937049H;"Volkswagen";Passat;2007;B6;;;;;;;;;;AV156292913;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2201.jpg,https://avcdn.av.by/advertbig/0011/6623/2321.jpg,https://avcdn.av.by/advertbig/0011/6623/2409.jpg,https://avcdn.av.by/advertbig/0011/6623/2506.jpg";;
Моторчик отопителя;1K1819015A;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV153292119;0;Европа. Левый руль;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2276.jpg,https://avcdn.av.by/advertbig/0011/6623/2377.jpg,https://avcdn.av.by/advertbig/0011/6623/2501.jpg";;
Вакуумный усилитель тормозов;;Audi;80;1988;B3;;;Бензин;1800;;;МКПП;;;AV107620056;0;В сборе;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2116.jpg,https://avcdn.av.by/advertbig/0011/6623/2286.jpg,https://avcdn.av.by/advertbig/0011/6623/2451.jpg,https://avcdn.av.by/advertbig/0011/6623/2551.jpg";;
Консоль салона (кулисная часть);84652D9702;Kia;"Sportage";2018;IV · Рестайлинг;;;;;;;;;;AV96959359;0;Присутствуют потёртости, на фото;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/8737.jpg,https://avcdn.av.by/advertbig/0011/6622/8937.jpg,https://avcdn.av.by/advertbig/0011/6622/9082.jpg,https://avcdn.av.by/advertbig/0011/6622/9217.jpg";;
Петли левой задней двери;3c8833411a;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV158051557;0;Оригинал. Европа. Хорошее состояние.;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2161.jpg,https://avcdn.av.by/advertbig/0011/6623/2281.jpg";;
Трапеция дворников;;"Mercedes-Benz";"Sprinter";2012;;;;;;;;;;;AV156292736;0;Спринтер, Крафтер. Оригинал из Европы. Хорошее состояние.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2171.jpg,https://avcdn.av.by/advertbig/0011/6623/2331.jpg,https://avcdn.av.by/advertbig/0011/6623/2461.jpg,https://avcdn.av.by/advertbig/0011/6623/2536.jpg,https://avcdn.av.by/advertbig/0011/6623/2606.jpg,https://avcdn.av.by/advertbig/0011/6623/2718.jpg,https://avcdn.av.by/advertbig/0011/6623/2748.jpg,https://avcdn.av.by/advertbig/0011/6623/2788.jpg";;
Моторчик отопителя;1k1819015C;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV153292091;0;Европа , левый руль;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2091.jpg,https://avcdn.av.by/advertbig/0011/6623/2176.jpg,https://avcdn.av.by/advertbig/0011/6623/2301.jpg";;
Руль;;Toyota;C-HR;2017;I;;;;;;;;;;AV152677090;0;дефект на фото;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2001.jpg";;
Кулак поворотный правый;;"Mercedes-Benz";E-Класс;2010;W212, S212, C207, A207;;;Дизель;2200;;;;;;AV157154453;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1961.jpg,https://avcdn.av.by/advertbig/0011/6623/2031.jpg,https://avcdn.av.by/advertbig/0011/6623/2121.jpg";;
Датчик давления выхлопных газов;H8200741321,8201043914A;"Nissan";"X-Trail";2013;II (T31) · Рестайлинг;;;Дизель;;;;;;;AV156732848;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2346.jpg,https://avcdn.av.by/advertbig/0011/6623/2496.jpg,https://avcdn.av.by/advertbig/0011/6623/2576.jpg,https://avcdn.av.by/advertbig/0011/6623/2661.jpg,https://avcdn.av.by/advertbig/0011/6623/2733.jpg";;
Патрубок системы охлаждения двигателя;3C0122051S;"Volkswagen";Passat;2008;B6;;;Дизель;;;;;;;AV97828308;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1906.jpg,https://avcdn.av.by/advertbig/0011/6623/2046.jpg,https://avcdn.av.by/advertbig/0011/6623/2191.jpg";;
Замок левой передней двери;8K0839015F;"Porsche";"Macan";2015;I;;;Бензин;3600;;;АКПП;;;AV94980820;0;"6 pin";149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1966.jpg,https://avcdn.av.by/advertbig/0011/6623/2067.jpg,https://avcdn.av.by/advertbig/0011/6623/2236.jpg";;
Задний левый фонарь;A2038201964,A2038200777,2038201964,2038200777;"Mercedes-Benz";C-Класс;2003;W203, S203, CL203;;;;;;;;;;AV98189012;0;Оригинал. Хорошее состояние;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1946.jpg,https://avcdn.av.by/advertbig/0011/6623/2111.jpg,https://avcdn.av.by/advertbig/0011/6623/2241.jpg,https://avcdn.av.by/advertbig/0011/6623/2356.jpg,https://avcdn.av.by/advertbig/0011/6623/2529.jpg";;
Штатный телефон;;"Mercedes-Benz";S-Класс;;W220;;;;3200;;;;;;AV100110291;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1846.jpg,https://avcdn.av.by/advertbig/0011/6623/1976.jpg,https://avcdn.av.by/advertbig/0011/6623/2106.jpg";;
Кулак поворотный левый;;"Mercedes-Benz";E-Класс;2010;W212, S212, C207, A207;;;Дизель;2200;;;;;;AV157154443;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1716.jpg,https://avcdn.av.by/advertbig/0011/6623/1881.jpg,https://avcdn.av.by/advertbig/0011/6623/2051.jpg";;
Фара правая;BOSCH,LE98B646,0301166202,A2038200261;"Mercedes-Benz";C-Класс;2003;W203, S203, CL203;;;;;;;;;;AV98187731;0;Оригинал. Хорошее состояние;143;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1831.jpg,https://avcdn.av.by/advertbig/0011/6623/1971.jpg,https://avcdn.av.by/advertbig/0011/6623/2061.jpg,https://avcdn.av.by/advertbig/0011/6623/2261.jpg,https://avcdn.av.by/advertbig/0011/6623/2481.jpg,https://avcdn.av.by/advertbig/0011/6623/2581.jpg,https://avcdn.av.by/advertbig/0011/6623/2691.jpg,https://avcdn.av.by/advertbig/0011/6623/2763.jpg";;
Суппорт передний левый;20704703;"Mercedes-Benz";S-Класс;;W220;;;;;;;;;;AV98191315;0;"Brembo. Европа. Оригинал. Отличное состояние .Без дефектов Цена за штуку";149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1796.jpg,https://avcdn.av.by/advertbig/0011/6623/1956.jpg,https://avcdn.av.by/advertbig/0011/6623/2041.jpg,https://avcdn.av.by/advertbig/0011/6623/2196.jpg,https://avcdn.av.by/advertbig/0011/6623/2351.jpg,https://avcdn.av.by/advertbig/0011/6623/2456.jpg,https://avcdn.av.by/advertbig/0011/6623/2561.jpg";;
Ручка переключения мкпп;;"Land Rover";"Range Rover Sport";2011;I · Рестайлинг;;;;;;;;;;AV101681618;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1771.jpg,https://avcdn.av.by/advertbig/0011/6623/1951.jpg,https://avcdn.av.by/advertbig/0011/6623/2081.jpg,https://avcdn.av.by/advertbig/0011/6623/2226.jpg,https://avcdn.av.by/advertbig/0011/6623/2361.jpg";;
Проводка двери передней правой;9358265,9358262;MINI;Hatch;2015;F55, F56;;;Бензин;1500;;;АКПП;;;AV104775634;0;Левый руль.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0013/0451/0292.avif,https://avcdn.av.by/advertbig/0013/0451/0452.avif,https://avcdn.av.by/advertbig/0013/0451/0602.avif,https://avcdn.av.by/advertbig/0013/0451/0792.avif,https://avcdn.av.by/advertbig/0013/0451/0952.avif";;
Крепление заднего бампера;DX62178861AA;"Land Rover";"Range Rover Sport";2015;II;;;;;;;;;;AV100214225;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1786.jpg";;
Подрулевой переключатель (стрекоза);;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152676773;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1766.jpg,https://avcdn.av.by/advertbig/0011/6623/1876.jpg,https://avcdn.av.by/advertbig/0011/6623/2036.jpg";;
Бампер задний;;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV99797200;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1616.jpg,https://avcdn.av.by/advertbig/0011/6623/1821.jpg,https://avcdn.av.by/advertbig/0011/6623/1936.jpg,https://avcdn.av.by/advertbig/0011/6623/2016.jpg,https://avcdn.av.by/advertbig/0011/6623/2151.jpg,https://avcdn.av.by/advertbig/0011/6623/2291.jpg";;
Рычаг передний правый;PLA3084A;"Land Rover";"Range Rover Sport";2015;II;;;Дизель;3000;;;;;;AV98758351;0;Шаровая, сайлентблоки в отличном состоянии;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1671.jpg,https://avcdn.av.by/advertbig/0011/6623/1806.jpg,https://avcdn.av.by/advertbig/0011/6623/1923.jpg,https://avcdn.av.by/advertbig/0011/6623/2021.jpg";;
Лючок топливного бака;7358167;MINI;"Cabrio";2017;III;;;;;;;;;;AV100120783;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1676.jpg,https://avcdn.av.by/advertbig/0011/6623/1801.jpg,https://avcdn.av.by/advertbig/0011/6623/1922.jpg";;
Блок комфорта;4H0907064L;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV108086479;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1836.jpg,https://avcdn.av.by/advertbig/0011/6623/1986.jpg,https://avcdn.av.by/advertbig/0011/6623/2146.jpg";;
Моторчик подъема крышки багажника;4H0827851A;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV107018110;0;Оригинал. В хорошем состоянии;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/8697.jpg,https://avcdn.av.by/advertbig/0011/6622/8787.jpg,https://avcdn.av.by/advertbig/0011/6622/8916.jpg,https://avcdn.av.by/advertbig/0011/6622/9077.jpg,https://avcdn.av.by/advertbig/0011/6622/9207.jpg";;
Замок зажигания;6R0905851;"Volkswagen";"Transporter";2011;T5 · Рестайлинг;;;Дизель;2000;;;;;;AV152676687;0;замок + 2 ключа;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/1355/0568.avif";;
Полуось;;"Nissan";"Almera Tino";2001;I;;;Дизель;2200;;;;;;AV108222155;0;Оригинал. В хорошем состоянии.Пыльники целые;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1656.jpg,https://avcdn.av.by/advertbig/0011/6623/1856.jpg,https://avcdn.av.by/advertbig/0011/6623/2131.jpg,https://avcdn.av.by/advertbig/0011/6623/2341.jpg";;
Блок управления пневмоподвеской;2205450732;"Mercedes-Benz";S-Класс;;W220;;;;;;;;;;AV94953930;0;Из Европы. Хорошее состояние.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/2126.jpg,https://avcdn.av.by/advertbig/0011/6623/2336.jpg,https://avcdn.av.by/advertbig/0011/6623/2527.jpg,https://avcdn.av.by/advertbig/0011/6623/2621.jpg";;
Задний правый фонарь;;"Volkswagen";"Crafter";2016;;;;;;;;;;;AV106803402;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1691.jpg,https://avcdn.av.by/advertbig/0011/6623/1851.jpg,https://avcdn.av.by/advertbig/0011/6623/2071.jpg";;
Подстаканник;84670F1700;Kia;"Sportage";2018;IV;;;;;;;;;;AV96958666;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1841.jpg,https://avcdn.av.by/advertbig/0011/6623/1981.jpg,https://avcdn.av.by/advertbig/0011/6623/2086.jpg";;
Блок радио;A2229005117,A2229026916,A2229027016,A2229010202;"Mercedes-Benz";GLE;2017;W166;;;;;;;АКПП;;;AV157154158;0;Германия.Оригинал. Отличное состояние;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1636.jpg,https://avcdn.av.by/advertbig/0011/6623/1746.jpg,https://avcdn.av.by/advertbig/0011/6623/1886.jpg";;
Суппорт передний правый;;"Renault";"Master";2018;;;;Дизель;2300;;;;;;AV98544584;0;Оригинал.Прокачка откручивается,пыльники целые, направляющая ходит.Цена за штуку;104;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1533.jpg,https://avcdn.av.by/advertbig/0011/6623/1651.jpg,https://avcdn.av.by/advertbig/0011/6623/1816.jpg,https://avcdn.av.by/advertbig/0011/6623/1931.jpg,https://avcdn.av.by/advertbig/0011/6623/2096.jpg,https://avcdn.av.by/advertbig/0011/6623/2256.jpg";;
Форсунка топливная;2325024010;Toyota;RAV4;2020;V (XA50);;;Бензин;2000;;;;;;AV107478727;0;Цена за штуку;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1503.jpg,https://avcdn.av.by/advertbig/0011/6623/1686.jpg,https://avcdn.av.by/advertbig/0011/6623/1941.jpg";;
Диск тормозной задний;;"Volkswagen";Passat CC;2011;I;;;;;;;;;;AV154693036-154693075;0;диаметр 282. БЕЗ ВЫРАБОТКИ. поверхностная ржавчина.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1483.jpg,https://avcdn.av.by/advertbig/0011/6623/1606.jpg,https://avcdn.av.by/advertbig/0011/6623/1706.jpg";;
Диск тормозной задний;;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV154693036;0;диаметр 282. БЕЗ ВЫРАБОТКИ. поверхностная ржавчина;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1403.jpg,https://avcdn.av.by/advertbig/0011/6623/1478.jpg,https://avcdn.av.by/advertbig/0011/6623/1586.jpg";;
Замок капота;;"Land Rover";"Range Rover Sport";;II;;;;;;;;;;AV97990086;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1363.jpg,https://avcdn.av.by/advertbig/0011/6623/1523.jpg,https://avcdn.av.by/advertbig/0011/6623/1681.jpg";;
Задний левый фонарь;;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;АКПП;;;AV102051270;0;Европа. Левый руль.Оригинал.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1445.jpg,https://avcdn.av.by/advertbig/0011/6623/1646.jpg,https://avcdn.av.by/advertbig/0011/6623/1826.jpg";;
Замок левой передней двери;8J2837015E;"Porsche";"Macan";2019;I;;;;;;;;;;AV154692783;0;Европа;134;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1473.jpg";;
Датчик давления выхлопных газов;7789219;BMW;7 серия;2008;"F02 (Long)";;;Дизель;3000;;;;;;AV157055116;0;"Хорошее состояние. 3 pinдатяи";50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/8637.jpg,https://avcdn.av.by/advertbig/0011/6622/8772.jpg,https://avcdn.av.by/advertbig/0011/6622/8842.jpg";;
Трапеция дворников;A2128201240;"Mercedes-Benz";E-Класс;2013;W212, S212, C207, A207;;;;;;;;;;AV153222601;0;Европа. дефект крышки моторчика.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1243.jpg,https://avcdn.av.by/advertbig/0011/6623/1413.jpg,https://avcdn.av.by/advertbig/0011/6623/1498.jpg,https://avcdn.av.by/advertbig/0011/6623/1631.jpg";;
Стекло двери передней левой;;"Mercedes-Benz";R-Класс;;W251;;;;;;;;;;AV157865729;0;Оригинал.;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1308.jpg,https://avcdn.av.by/advertbig/0011/6623/1378.jpg";;
Трапеция дворников;2518201442;"Mercedes-Benz";R-Класс;;W251;;;Бензин;3500;;;;;;AV153222553;0;Европа;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1043.jpg,https://avcdn.av.by/advertbig/0011/6623/1193.jpg,https://avcdn.av.by/advertbig/0011/6623/1353.jpg,https://avcdn.av.by/advertbig/0011/6623/1463.jpg";;
Блок управления сиденьем;2208218751;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;АКПП;;;AV102580676;0;Европа. Левый руль.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1158.jpg,https://avcdn.av.by/advertbig/0011/6623/1394.jpg,https://avcdn.av.by/advertbig/0011/6623/1538.jpg";;
Педаль газа;A9062900212;"Volkswagen";"Crafter";2013;;;;Дизель;2000;;;;;;AV106115011;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1048.jpg,https://avcdn.av.by/advertbig/0011/6623/1231.jpg,https://avcdn.av.by/advertbig/0011/6623/1428.jpg,https://avcdn.av.by/advertbig/0011/6623/1596.jpg,https://avcdn.av.by/advertbig/0011/6623/1781.jpg";;
Подрулевой переключатель (стрекоза);A0004640518;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;АКПП;;;AV108390594;0;В сборе;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0968.jpg,https://avcdn.av.by/advertbig/0011/6623/1128.jpg,https://avcdn.av.by/advertbig/0011/6623/1348.jpg";;
Петля крышки багажника;7360376;MINI;"Cabrio";2021;III · Рестайлинг;;;Бензин;;;;;;;AV100111554;0;Правая;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1443.jpg,https://avcdn.av.by/advertbig/0011/6623/1621.jpg,https://avcdn.av.by/advertbig/0011/6623/1761.jpg";;
Молдинг передней правой двери;;"Mercedes-Benz";E-Класс;2011;W212, S212, C207, A207;;;;;;;;;;AV156686054;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0953.jpg,https://avcdn.av.by/advertbig/0011/6623/1088.jpg,https://avcdn.av.by/advertbig/0011/6623/1173.jpg";;
Замок зажигания;2811334922T;"Renault";"Master";2014;;;;;;;;;;;AV97162177;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1078.jpg,https://avcdn.av.by/advertbig/0011/6623/1263.jpg,https://avcdn.av.by/advertbig/0011/6623/1383.jpg,https://avcdn.av.by/advertbig/0011/6623/1566.jpg";;
Молдинг передней левой двери;;"Mercedes-Benz";E-Класс;2011;W212, S212, C207, A207;;;;;;;;;;AV156686024;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1198.jpg,https://avcdn.av.by/advertbig/0011/6623/1295.jpg,https://avcdn.av.by/advertbig/0011/6623/1386.jpg,https://avcdn.av.by/advertbig/0011/6623/1453.jpg";;
Блок комфорта;284B10516;"Renault";"Master";2014;;;;Дизель;2300;;;;;;AV97162174;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1093.jpg,https://avcdn.av.by/advertbig/0011/6623/1255.jpg,https://avcdn.av.by/advertbig/0011/6623/1396.jpg,https://avcdn.av.by/advertbig/0011/6623/1576.jpg";;
Замок левой задней двери;2207304135;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;;;;AV102341052;0;С дожимом. Европа. Левый руль;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0884.jpg,https://avcdn.av.by/advertbig/0011/6623/1118.jpg,https://avcdn.av.by/advertbig/0011/6623/1338.jpg,https://avcdn.av.by/advertbig/0011/6623/1528.jpg";;
Клапан электромагнитный;779663403;BMW;X5;2007;E70;;;Дизель;;;;;;;AV156685120;0;Европа.Хорошее состояние;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0943.jpg,https://avcdn.av.by/advertbig/0011/6623/1113.jpg,https://avcdn.av.by/advertbig/0011/6623/1283.jpg,https://avcdn.av.by/advertbig/0011/6623/1423.jpg,https://avcdn.av.by/advertbig/0011/6623/1543.jpg,https://avcdn.av.by/advertbig/0011/6623/1666.jpg";;
Блок ABS;A2095453032;"Mercedes-Benz";C-Класс;2003;W203, S203, CL203;;;;;;;;;;AV98025916;0;Оригинал. Запчасть в хорошем состоянии.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/1183.jpg,https://avcdn.av.by/advertbig/0011/6623/1303.jpg,https://avcdn.av.by/advertbig/0011/6623/1438.jpg,https://avcdn.av.by/advertbig/0011/6623/1601.jpg,https://avcdn.av.by/advertbig/0011/6623/1776.jpg,https://avcdn.av.by/advertbig/0011/6623/1896.jpg,https://avcdn.av.by/advertbig/0011/6623/2054.jpg";;
Антенна;;Toyota;C-HR;2019;I;;;;;;;;;;AV152676015;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0913.jpg,https://avcdn.av.by/advertbig/0011/6623/1068.jpg";;
Диск тормозной задний;;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV153571765;0;"диски + колодки . Диаметр 280 мм. Остаток 12мм,Задние тормозные диски для Volkswagen Passat B6 — инновационная защита и безупречная эффективность! Обновите тормозную систему вашего Volkswagen Passat B6 (2008–2012) и почувствуйте мощь контроля на каждом повороте! Эти диски — не просто деталь, а фундамент вашей безопасности и комфорта! Почему эти диски станут вашим идеальным выбором? Премиальная прочность: Изготовлены из усиленного высокоуглеродистого сплава, прошедшего закалку при экстремальных температурах! Устойчивы к деформации, перегреву и износу — даже в условиях агрессивного вождения! Инновационная конструкция: Вентилируемая структура и перфорация для мгновенного отвода тепла и газа. Забудьте о «перегретых» тормозах и снижении эффективности на высоких скоростях! Идеальная совместимость: Точное соответствие оригинальным кодам VW (например, 3C0615601M, 5N0615601). Подходят для двигателей 1.4 TSI, 1.8 TSI, 2.0 TDI, 2.0 TSI и других! Антикоррозийная защита: Специальное покрытие защищает от ржавчины, сохраняя эстетику и функциональность на годы! Универсальный размер: Оптимальный диаметр 286 мм — идеален для стандартных и спортивных комплектаций! Работает бесшумно и плавно, будь то пробка или горный серпантин! Эти диски — ваш щит на дороге: Быстрая установка: Готовы к монтажу сразу из коробки — никакой дополнительной обработки! Сэкономьте время и наслаждайтесь результатом! Технологии премиум-класса: Прошли тесты на усталость и экстремальные нагрузки. Выдерживают температуры до 650C без потери эффективности! Спешите — товар уходит как горячие пирожки! Был бы у меня Passat B6, то оставил бы их себе и вы бы не узнали, но судьба распорядилась иначе… Продаю с сожалением, но уверен — они подарят вашему авто вторую жизнь! Не рискуйте безопасностью! Подарите своему Passat B6 мгновенную остановку без вибраций и шума — закажите тормозные диски сегодня! Звоните или пишите — помогу с выбором и установкой! Ваша уверенность за рулем начинается здесь! P.S. Сохраните стиль и динамику вашего авто — эти диски созданы для тех, кто ценит каждую деталь! Тормозите с умом и стилем!";149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0863.jpg,https://avcdn.av.by/advertbig/0011/6623/1033.jpg,https://avcdn.av.by/advertbig/0011/6623/1188.jpg,https://avcdn.av.by/advertbig/0011/6623/1288.jpg,https://avcdn.av.by/advertbig/0011/6623/1373.jpg";;
Блок управления сиденьем;2208213258;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;АКПП;;;AV102580667;0;Европа. Левый руль.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0878.jpg,https://avcdn.av.by/advertbig/0011/6623/1108.jpg,https://avcdn.av.by/advertbig/0011/6623/1313.jpg";;
Рамка под магнитолу;893857183;Audi;80;1988;B3;;;;;;;;;;AV95725754;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0773.jpg,https://avcdn.av.by/advertbig/0011/6623/0948.jpg,https://avcdn.av.by/advertbig/0011/6623/1098.jpg";;
